,ID,Tissue.Qty,Plate,Plate.Row,Plate.Col,Pos,Red,Yellow,Venation,AvgLat,AvgLong,AvgAlt
590,pb3890,NA,7,E,6,7.00E+06,2,2,3.5,42.32267585,2.069768125,1226.883
591,pb3891,NA,7,F,6,7F6,0.5,2.5,3,42.32274867,2.074043805,1186.533
592,pb3892,NA,7,G,6,7G6,0.5,2.5,1,42.33080727,2.069992522,1460.826
593,pb3893,NA,7,H,6,7H6,3,2.5,3,42.32319599,2.076606872,1203.195
594,pb3894,NA,7,A,7,7A7,1.5,0.5,3,42.32216692,2.072614988,1192.28
595,pb3896,NA,7,B,7,7B7,0.5,0.5,3,42.32285123,2.068820475,1209.477
596,pb3897,NA,7,C,7,7C7,0.5,2,3.5,42.32253067,2.07372168,1211.819
597,pb3899,NA,7,E,7,7.00E+07,3.5,0.5,3.5,42.32367354,2.079345836,1207.221
598,pb4084,NA,7,F,7,7F7,1.5,1,2,42.32250116,2.07003979,1225.241
599,pb4099,NA,7,G,7,7G7,1,2.5,1,42.32311101,2.068652214,1215.485667
600,pb4102,NA,7,H,7,7H7,0.5,2.5,3,42.33078481,2.069594783,1462.955333
601,pb4104,NA,7,A,8,7A8,0.5,0.5,2.5,42.32712434,2.076519576,1373.278333
602,pb4108,NA,7,B,8,7B8,3.5,0.5,3,42.32348373,2.07766946,1190.174
603,pb4113,NA,7,C,8,7C8,0.5,2.5,1.5,42.32221385,2.072788261,1204.657
604,pb4116,NA,7,D,8,7D8,3.5,0.5,3.5,42.32354065,2.077291111,1155.105333
605,pb4119,NA,7,E,8,7.00E+08,3.5,2,3,42.32223613,2.0727901,1193.415
606,pb4144,NA,10,E,12,1.00E+13,0.5,2.5,1,42.32546653,2.052171629,1281.956
607,pb4169,NA,10,D,1,10D1,4,1,3.5,42.32349888,2.084498008,1187.916
608,pb4170,NA,10,E,1,1.00E+02,4,0.5,3.5,42.32356545,2.084616203,1192.511
609,pb4180,NA,10,F,1,10F1,2,0.5,2,42.32351524,2.084468404,1187.813
610,pb4214,NA,10,G,1,10G1,4,0.5,3.5,42.32346217,2.08460217,1193.633
611,pb4285,NA,7,G,8,7G8,2,1,2,42.32254751,2.073955194,1226.032
612,pb4289,1,7,A,9,7A9,3.5,1.5,3,42.32365989,2.079350934,1183.183333
613,pb4290,NA,7,B,9,7B9,0.5,2,3,42.3226562,2.069799599,1225.655333
614,pb4292,NA,7,C,9,7C9,0.5,2.5,2,42.32268428,2.075772587,1279.569333
615,pb4293,NA,7,D,9,7D9,1,2.5,2,42.32296511,2.069359663,1226.814667
616,pb4294,NA,7,E,9,7.00E+09,3.5,2.5,3,42.32365538,2.07926321,1189.786
617,pb4295,NA,7,F,9,7F9,3,2.5,3,42.32181506,2.071782608,1186.211667
618,pb4296,NA,7,G,9,7G9,3,1,3.5,42.32319146,2.076441341,1190.548667
619,pb4297,NA,7,H,9,7H9,3.5,2.5,3,42.32270107,2.074656832,1233.954667
620,pb4298,NA,7,A,10,7A10,0.5,3,1.5,42.32289567,2.069431213,1226.347667
621,pb4299,NA,7,B,10,7B10,0.5,2,2,42.32189896,2.072178412,1186.231
622,pb4300,NA,7,C,10,7C10,3.5,1,3,42.32363175,2.080267244,1196.250333
623,pb4301,NA,7,D,10,7D10,0.5,2.5,1.5,42.32294666,2.075695609,1207.756667
624,pb4303,NA,7,E,10,7.00E+10,2,2.5,3.5,42.32272885,2.074196071,1198.362333
625,pb4306,NA,7,F,10,7F10,2.5,1,3.5,42.32368435,2.079464836,1183.308
626,pb4308,1,7,G,10,7G10,3,0.5,3.5,42.32380759,2.081678933,1182.702667
627,pb4310,NA,7,H,10,7H10,0.5,1,1.5,42.32176104,2.072010468,1199.399333
628,pb4311,NA,7,A,11,7A11,2.5,1,3,42.32299875,2.07644609,1434.202667
629,pb4313,NA,7,B,11,7B11,0.5,2.5,1.5,42.32255289,2.069987732,1230.153
630,pb4314,NA,7,C,11,7C11,3,2.5,3.5,42.32217855,2.072694531,1191.931333
631,pb4318,NA,7,F,11,7F11,2.5,1,3.5,42.32296171,2.075613979,1201.182333
632,pb4319,1,7,G,11,7G11,2.5,1,3,42.32292441,2.0757097,1186.536333
633,pb4324,NA,7,A,12,7A12,3.5,1.5,3.5,42.32250697,2.073781106,1201.268667
634,pb4330,NA,7,C,12,7C12,0.5,2.5,3,42.32175797,2.07170655,1190.153333
635,pb4331,NA,7,D,12,7D12,0.5,2,1.5,42.32166911,2.07073441,1184.08
636,pb4561,NA,7,E,12,7.00E+12,0.5,2,1.5,42.32284019,2.069337205,1258.265667
637,pb4563,NA,7,G,12,7G12,0.5,1,1.5,42.32257557,2.070000085,1221.202667
638,pb4565,NA,8,A,1,8A1,1.5,1.5,2,42.32218764,2.072884736,1200.420667
639,pb4566,NA,8,B,1,8B1,2,2.5,2,42.32294002,2.075953033,1326.038
640,pb4568,NA,8,D,1,8D1,0.5,1.5,1,42.32251758,2.07004363,1226.199667
641,pb4572,NA,8,G,1,8G1,3.5,1.5,3,42.32667792,2.076264806,1374.572
642,pb4574,NA,8,H,1,8H1,1,1,1.5,42.32362851,2.07915672,1195.444333
643,pb4574,NA,8,H,1,8H1,0.5,3,1,42.32362851,2.07915672,1195.444333
644,pb4578,NA,8,C,2,8C2,0.5,2.5,1.5,42.32265602,2.069789043,1228.045667
645,pb4580,NA,8,E,2,8.00E+02,0.5,0.5,1.5,42.32252916,2.070043245,1214.181333
646,pb4593,NA,10,H,1,10H1,3,1,3.5,42.32362885,2.084626177,1194.341
647,pb4702,NA,8,G,2,8G2,3,0.5,3.5,42.32233315,2.073363803,1197.254333
648,pb4703,NA,8,H,2,8H2,3,1,1.5,42.32356245,2.079073785,1185.903333
649,pb4717,NA,8,G,3,8G3,2,1,2,42.32288798,2.075463223,1203.674
650,pb4718,1,8,H,3,8H3,1.5,1,1.5,42.32278103,2.075088969,1196.273667
651,pb4843,NA,8,C,4,8C4,0.5,0.5,2.5,42.32249289,2.070003359,1225.782
652,pb4845,NA,8,E,4,8.00E+04,2,0.5,1.5,42.32363991,2.079846515,1184.747
653,pb4850,NA,8,H,4,8H4,2.5,0.5,1.5,42.32294318,2.075608161,1216.001333
654,pb4858,NA,8,B,5,8B5,3.5,0.5,3,42.32379004,2.081083449,1188.515
655,y2016,NA,8,E,5,8.00E+05,2,0.5,1.5,42.32361473,2.079227595,1186.230667
656,y208,NA,8,F,5,8F5,4,1,3,42.32273138,2.074422663,1203.64
657,z0219,NA,8,A,6,8A6,0.5,1,1.5,42.32273657,2.074205092,1197.41
658,z0455,NA,8,C,6,8C6,1.5,2.5,3.5,42.32224291,2.073061018,1209.987
659,z0464,NA,8,D,6,8D6,1.5,2,3,42.32217714,2.072729395,1199.385667
660,z0466,NA,8,E,6,8.00E+06,3.5,2.5,3,42.32217336,2.072683069,1200.988
661,z0474,NA,8,F,6,8F6,3.5,1,3.5,42.32211227,2.072670571,1213.5865
662,z0491,NA,8,G,6,8G6,1.5,2.5,3,42.32324456,2.076742352,1198.432
663,z0573,NA,8,B,7,8B7,3.5,1.5,4,42.32364723,2.08028058,1185.316333
664,z1066,NA,8,F,7,8F7,0.5,2.5,2.5,42.32189399,2.072336092,1204.811333
665,z1071,NA,8,G,7,8G7,1.5,1.5,2.5,42.32220956,2.072789631,1199.858333
666,z1079,NA,8,H,7,8H7,3,1,3.5,42.32208116,2.072641726,1216.0845
